,Term,frequency
1808,media,5
2786,summer,5
1045,fire,5
3130,wayne,5
2675,space,5
494,cheers,5
67,america,5
1236,guest,5
2428,right,5
2891,theater,5
3240,youth,5
1101,frank,5
2533,secrets,5
3186,wonder,5
2602,silence,5
2156,platinum,5
3176,wish,5
1230,group,5
2804,survey,5
2892,theaters,5
1308,heels,5
474,change,5
477,chaos,5
2598,side,5
2808,sweat,5
3068,victoria,5
1382,humanity,5
2036,palette,5
1150,genius,5
259,blond,5
173,band,5
1197,goodbye,5
1073,food,5
2620,sisters,5
1032,fight,5
689,cuz,5
914,engagements,5
3062,vevo,5
1356,honors,5
1269,happens,5
2753,street,5
2400,respect,5
1618,laugh,5
699,damn,5
560,coffee,5
1775,mark,5
3059,versace,5
1678,lines,5
988,fallon,5
1121,future,5
152,awareness,5
351,buddy,5
1183,globe,5
1374,htt,5
1118,funk,5
728,death,5
3154,whiskey,5
2692,spot,5
116,artwork,5
1219,grandma,5
2726,stay,5
1079,ford,5
3003,try,5
1177,glad,5
572,collect,5
83,announce,5
2719,start,5
425,carpet,5
2763,students,5
2270,pst,5
192,bday,5
2920,timeless,5
1178,glam,5
2670,sound,5
1522,journey,5
1343,hollywood,5
1800,maxwell,5
1485,james,5
509,choice,5
730,debut,5
566,collaboration,4
2801,surgeon,4
1154,gentlemen,4
1990,office,4
2113,philip,4
1055,flashback,4
1600,la,4
582,come,4
2097,performs,4
1422,industry,4
1241,guinness,4
2645,snl,4
35,afternoon,4
917,enjoy,4
2130,picture,4
769,diamonds,4
1476,itunes,4
1217,grammys,4
2004,online,4
2018,outfits,4
1208,gown,4
1706,looks,4
729,debate,4
2337,reality,4
2333,read,4
2551,sentiment,4
2012,orlando,4
2621,sit,4
166,balenciaga,4
2069,paul,4
2399,resources,4
1190,goal,4
1541,karl,4
702,dancer,4
713,date,4
2198,pr,4
2697,spring,4
1820,memories,4
198,beats,4
758,designer,4
2810,sweet,4
2180,polls,4
3127,watching,4
3128,water,4
2566,shallow,4
136,attention,4
2348,recipes,4
2611,sing,4
757,design,4
9,access,4
1552,kesha,4
2350,records,4
2652,somebody,4
1751,make,4
634,costume,4
2571,shares,4
1534,justice,4
1549,kennedy,4
556,coat,4
2243,problems,4
1263,hand,4
2497,sarah,4
1312,hello,4
91,anything,4
337,brothers,4
2121,photos,4
398,cancer,4
294,box,4
478,chapter,4
1306,heaven,4
1351,homme,4
1944,nd,4
1482,jacobs,4
1304,hearts,4
2579,shirt,4
3028,uk,4
2972,trattoria,4
1566,kinder,4
1353,honey,4
845,drink,4
2392,research,4
1975,notes,4
2321,raise,4
2982,trend,4
879,edition,4
302,brand,4
1780,marriage,4
1470,issues,4
3002,truth,4
2145,plane,4
2765,studio,4
2587,shopping,4
2760,strung,4
3073,vie,4
880,editor,4
2305,question,4
1922,mtv,4
3080,vintage,4
413,car,4
87,anthem,4
1939,name,4
405,cannot,4
824,donations,4
552,coach,4
1969,nominees,4
2635,smile,4
3011,turn,4
2507,scenes,4
3039,ure,4
874,eat,4
1360,horror,4
2506,scene,4
3218,ya,4
2116,phone,4
2471,rumors,4
346,btwfoundation,4
1487,japan,4
2442,road,4
2509,school,4
264,blow,4
2224,preview,4
1274,harmony,4
2743,stone,4
260,blonde,4
1409,illness,4
2131,pictures,4
3197,worldwide,4
2788,sunday,4
1291,head,4
1947,needs,4
502,child,4
1764,marc,4
1294,heal,4
2959,track,4
2303,queen,4
50,albums,4
1897,month,4
1651,lennon,4
982,facebook,4
2787,sun,4
2662,sonja,4
2473,runway,4
2558,session,3
972,eye,3
734,decades,3
2841,tanno,3
2762,student,3
986,faith,3
851,drop,3
2754,streets,3
1724,lovers,3
2248,product,3
871,easter,3
1123,fx,3
2226,price,3
2691,spirit,3
1180,glamour,3
2739,stick,3
1063,flowers,3
2255,promise,3
2629,slay,3
1713,los,3
1827,merry,3
1813,meeting,3
844,dresses,3
1148,generation,3
1810,meditation,3
810,documentary,3
808,doctors,3
2213,premieres,3
899,emergency,3
1793,match,3
926,ep,3
901,emmy,3
1701,london,3
903,emoji,3
921,enter,3
1142,gay,3
777,differences,3
1798,matters,3
2656,son,3
2718,stars,3
2211,prejudice,3
782,director,3
2661,songwriters,3
907,en,3
2724,station,3
2660,songwriter,3
1006,fav,3
1727,loving,3
2596,showtime,3
825,donovan,3
1717,lots,3
948,everybody,3
1768,mariah,3
1106,friday,3
2825,system,3
2560,sex,3
1132,games,3
1175,give,3
2771,stylists,3
1690,live,3
2561,sexy,3
1714,loss,3
2819,swingin,3
1725,loves,3
2563,sh,3
1025,felt,3
754,desert,3
2701,ss,3
822,donatella,3
2216,presentation,3
2245,process,3
1139,gas,3
2793,superbowl,3
2356,register,3
709,darkness,3
1974,note,3
339,bruce,3
3064,vibes,3
336,brother,3
1966,nomination,3
325,bring,3
3074,view,3
322,brian,3
2457,ronson,3
315,breaks,3
3084,visit,3
1607,ladygaga,3
3094,vomit,3
2465,row,3
3096,vonnegut,3
3099,votes,3
1402,ideas,3
3102,vs,3
269,bob,3
1981,number,3
2322,rape,3
1982,ny,3
1412,im,3
250,blast,3
3115,want,3
1962,nobody,3
349,bud,3
239,birmingham,3
1349,homes,3
1321,hi,3
2306,questions,3
1323,hide,3
2487,sam,3
1926,murphy,3
1331,hit,3
1332,hits,3
432,case,3
3006,tudor,3
426,carpool,3
2476,ryan,3
1941,nashville,3
2128,pick,3
397,campuses,3
2137,pink,3
1622,launch,3
1362,host,3
2133,pieces,3
372,bye,3
3044,valentine,3
1368,houston,3
365,bus,3
2313,race,3
2129,pics,3
1601,label,3
1991,official,3
1919,mr,3
2043,paparazzi,3
1484,jam,3
113,artrave,3
3189,word,3
3193,workshop,3
1571,kinney,3
2032,paint,3
86,answer,3
84,announcement,3
3205,writers,3
1495,jeff,3
1505,jimmy,3
47,alaia,3
2094,performers,3
2372,relief,3
1521,josh,3
37,age,3
3233,yesterday,3
22,actors,3
2074,pay,3
3242,youtube,3
16,act,3
3244,yrs,3
13,account,3
8,acceptance,3
127,astoria,3
1479,jack,3
232,bill,3
2412,reveals,3
229,biden,3
3131,ways,3
2429,rights,3
213,beings,3
2328,ravinia,3
211,behalf,3
1586,know,3
204,bed,3
202,beck,3
1448,intel,3
193,beach,3
2008,opportunity,3
3177,wishes,3
2103,person,3
2408,returns,3
169,ballet,3
2401,responders,3
167,ball,3
3163,wilson,3
159,babies,3
3168,winner,3
3170,wins,3
3174,wisdom,3
142,aunt,3
456,cellphone,3
1034,fighters,3
1898,months,3
1643,legacy,3
642,couple,3
1222,grateful,3
1885,mommy,3
536,class,3
1223,gratitude,3
2177,politics,3
1671,lifetime,3
1902,moon,3
2882,text,3
600,conference,3
2904,thought,3
583,comfy,3
510,choreography,3
1293,heads,3
544,clinton,3
1879,model,3
592,compassionate,3
623,coop,3
644,courage,3
645,course,3
1258,hall,3
2871,telephone,3
559,code,3
646,court,3
1856,mini,3
584,comin,3
1253,hail,3
657,crazy,3
1251,haha,3
656,crayon,3
2539,selfie,3
1638,learn,3
1249,gypsy,3
2555,series,3
2847,tattoo,3
1228,ground,3
1675,lil,3
1913,motion,3
486,chart,3
2287,purple,3
705,daphne,3
1297,hear,3
471,champion,3
2500,saturday,3
1840,miami,3
2160,players,3
1227,groove,3
1841,michael,3
703,dancers,3
2895,theme,3
631,cortez,3
2902,think,3
2862,techno,3
2162,playlist,3
2531,secret,3
2863,technology,3
1168,gig,2
2633,slug,2
2414,reviews,2
1057,flicker,2
1167,gifts,2
2339,reason,2
2338,realize,2
2406,result,2
1453,interpretation,2
1582,klein,2
1471,istanbul,2
1076,football,2
1465,irwin,2
1679,lining,2
2409,retweet,2
2627,skin,2
2626,sketches,2
2286,pure,2
1225,grigio,2
2407,return,2
1635,leaders,2
1570,king,2
1475,itstonybennett,2
1562,kim,2
1561,killin,2
1511,jodie,2
1517,joint,2
1720,louvre,2
1195,gold,2
1043,find,2
1042,finale,2
1181,glass,2
1524,joyful,2
1525,jr,2
1554,keyboard,2
1529,july,2
1191,goals,2
1185,glory,2
1547,keep,2
2359,rehearsals,2
1037,fill,2
1200,gooo,2
1719,louder,2
2540,selfies,2
1563,kimono,2
2341,rebel,2
1665,li,2
1212,grace,2
1572,kiss,2
2544,send,2
2389,republicans,2
1209,gowns,2
2637,smith,2
2638,smoke,2
1493,jean,2
1179,glambot,2
1494,jeans,2
2639,smokin,2
1206,government,2
2281,punk,2
1048,fires,2
2343,rebels,2
1447,instrumentation,2
1428,inform,2
1082,forget,2
2291,put,2
1348,homeless,2
1145,gem,2
1350,homework,2
1623,launches,2
2647,society,2
1289,hd,2
1288,hauswork,2
1620,laughs,2
2593,showbiz,2
1684,lipstick,2
1285,haters,2
1283,hat,2
1188,gloves,2
1645,legends,2
2314,racism,2
1271,happiness,2
1270,happier,2
2520,scott,2
1612,language,2
1686,list,2
1,abc,2
1628,laws,2
1689,lit,2
1136,garden,2
1135,gang,2
1311,hell,2
1318,heroes,2
1309,heirloom,2
2581,shit,2
1326,hillary,2
2488,samantha,2
2585,shoot,2
2481,saint,2
1629,layer,2
2272,ptsd,2
1301,heartbreak,2
2485,salute,2
2484,salt,2
2483,sales,2
1337,hobbies,2
2589,shoulder,2
2597,shut,2
1109,friendship,2
1083,forgiveness,2
2456,ronnie,2
1416,impact,2
2608,simple,2
1660,level,2
1598,kurt,2
1238,guests,2
2434,rise,2
1091,founder,2
1317,hero,2
2427,ride,2
1432,injustice,2
2610,sinatra,2
1592,koji,2
2263,protect,2
1235,guess,2
1165,gifs,2
1589,knows,2
1084,form,2
1588,knowledge,2
2535,security,2
1415,imagine,2
2439,rivington,2
2529,seat,2
1403,identity,2
2318,rage,2
1392,hurricane,2
1256,half,2
2522,script,2
2290,push,2
2445,rockefeller,2
1156,germany,2
2569,shape,2
1604,ladders,2
1413,image,2
1407,ignore,2
1603,lace,2
2265,protests,2
1246,guy,2
1245,gurl,2
1097,france,2
1159,gettin,2
1096,fragrance,2
1116,fund,2
0,abbi,2
1035,figure,2
1934,musician,2
3029,understand,2
393,campaigning,2
396,campus,2
1942,nation,2
3023,types,2
3022,tyler,2
408,canvas,2
409,cape,2
418,career,2
419,carey,2
3010,tunes,2
603,confidence,2
3008,tues,2
1932,musicares,2
438,catastrophe,2
2148,plans,2
1925,murder,2
444,cause,2
2993,triumph,2
446,cbs,2
2992,trip,2
454,celebrity,2
388,cameo,2
386,camden,2
3034,university,2
383,calm,2
318,breathe,2
3075,views,2
323,brilliant,2
326,brings,2
2126,pic,2
341,bruno,2
3061,veterans,2
344,btwball,2
3058,venus,2
350,buddies,2
354,build,2
355,building,2
1958,nicopanda,2
3050,vault,2
362,burlesque,2
364,bury,2
367,business,2
3045,value,2
3040,usa,2
3038,ups,2
3037,update,2
1917,movement,2
462,certifications,2
2983,trending,2
1887,money,2
537,classics,2
541,click,2
2934,tokyo,2
548,club,2
1880,models,2
555,coast,2
2172,police,2
558,cocoon,2
2924,title,2
567,collaborator,2
568,collaborators,2
569,collabs,2
574,collector,2
2918,tim,2
2915,tik,2
580,columbus,2
2913,ticket,2
1873,misunderstood,2
588,communities,2
1871,misty,2
593,compilation,2
1886,monday,2
531,citizens,2
466,challenge,2
2943,tonights,2
467,challenges,2
470,champagne,2
476,channel,2
479,character,2
481,charity,2
482,charles,2
2157,plato,2
2968,transgender,2
495,chef,2
1901,mood,2
1900,moo,2
1899,montr,2
2958,tr,2
511,choupette,2
2956,tower,2
1723,lover,2
1892,monste,2
2948,toronto,2
523,ciao,2
2166,pledge,2
525,cigarette,2
316,breast,2
307,brava,2
305,brat,2
68,americans,2
3211,xmas,2
77,angeles,2
2089,perfect,2
88,anti,2
89,anxiety,2
96,applause,2
2030,page,2
3196,worlds,2
2027,pa,2
114,artraves,2
115,arts,2
2093,performer,2
118,ashes,2
123,aspiras,2
124,ass,2
126,assistant,2
132,atlantis,2
134,attacks,2
2099,period,2
138,audience,2
145,authenticity,2
2084,peek,2
2042,pants,2
3167,wine,2
3216,xxx,2
2,ability,2
3,absurdity,2
3247,yummy,2
17,actions,2
2058,parts,2
21,actor,2
25,addition,2
26,adele,2
2056,partners,2
29,adult,2
30,adventures,2
2076,pays,2
42,airport,2
43,aishetemasu,2
45,ala,2
46,alabama,2
54,ally,2
3224,yas,2
58,amas,2
60,amazon,2
2081,peanut,2
3169,winners,2
3166,windows,2
300,brain,2
221,bernie,2
3125,washington,2
237,birds,2
1989,oddity,2
1987,oct,2
243,bitches,2
1986,obsession,2
2114,philosophy,2
252,bleach,2
3109,wake,2
258,blog,2
261,blondes,2
265,blues,2
268,board,2
3101,vp,2
274,bomer,2
275,bond,2
3095,von,2
284,boss,2
2120,photography,2
3088,vocals,2
3087,vmas,2
223,besties,2
3132,wear,2
158,babe,2
3134,website,2
164,badass,2
165,baha,2
168,ballerina,2
170,balls,2
3161,william,2
175,bannon,2
3155,whisky,2
181,bartender,2
184,bates,2
186,baths,2
2005,oops,2
2002,omg,2
2000,omaha,2
197,beat,2
1999,olympic,2
3142,welcomes,2
2108,petite,2
210,beginning,2
212,behavior,2
215,believe,2
1995,ok,2
2179,poll,2
2807,swear,2
607,connect,2
1796,matte,2
945,event,2
2815,sweets,2
944,evening,2
2812,sweetheart,2
1807,meat,2
2704,stadium,2
776,difference,2
778,dignity,2
779,dimitrios,2
1755,making,2
1805,mean,2
783,dirty,2
1756,male,2
1802,mccartney,2
1801,mayors,2
791,discrimination,2
2711,standard,2
760,designs,2
1811,meek,2
756,deserves,2
2687,speechless,2
716,daughters,2
2838,talks,2
725,deadline,2
2240,prize,2
731,debuts,2
732,decade,2
1821,memory,2
2239,privilege,2
755,deserve,2
742,delivers,2
2690,spending,2
1767,maria,2
748,democrats,2
752,depression,2
753,describe,2
1750,maine,2
798,distinction,2
1791,master,2
2684,speaks,2
2778,suffering,2
1762,manicure,2
848,drive,2
852,drops,2
898,embrace,2
862,dust,2
2749,storm,2
2746,store,2
868,earthquake,2
894,ella,2
2740,stickers,2
1770,marilyn,2
892,elegance,2
2735,stephan,2
2734,step,2
885,effect,2
886,effort,2
887,efforts,2
838,drama,2
837,dr,2
2766,studs,2
2899,thi,2
814,dogs,2
1760,manchester,2
2231,princess,2
816,doll,2
817,dollar,2
818,dolls,2
1788,massacre,2
1786,mask,2
1782,martin,2
2720,starts,2
1784,martinis,2
912,energy,2
2722,statement,2
829,dope,2
2770,stylist,2
1783,martini,2
2200,practice,2
2732,stefani,2
1850,mill,2
984,faint,2
2861,tease,2
2246,producer,2
635,costumes,2
2191,portion,2
977,eyeliner,2
637,count,2
639,countries,2
1848,milano,2
668,crisis,2
1020,feelin,2
667,crime,2
1734,luke,2
641,counts,2
1733,luck,2
975,eyebrows,2
663,creativity,2
2880,test,2
651,covers,2
652,cow,2
994,fandom,2
660,creation,2
998,farm,2
1000,fashions,2
1015,feat,2
659,create,2
2668,soulcycle,2
1854,minds,2
1013,fearless,2
1858,mink,2
1730,lt,2
2678,spain,2
684,curtain,2
2181,pomeroy,2
1726,lovin,2
1831,messages,2
1833,metalhead,2
1834,metallica,2
1021,feeling,2
2848,tattoos,2
968,explains,2
2193,portraits,2
2244,proceeds,2
1839,mgm,2
1863,mirror,2
2858,tear,2
1738,luxury,2
2184,pool,2
618,cookbook,2
2072,paw,1
2070,paula,1
2329,ray,1
2354,refle,1
2269,psalms,1
2332,reach,1
2250,proenza,1
2251,profile,1
2252,programs,1
2352,recruit,1
2228,prices,1
2109,petition,1
2104,perspectives,1
2071,paulson,1
2353,refinery,1
2351,recovery,1
2330,rb,1
2106,peter,1
2105,pet,1
2107,petga,1
2331,rd,1
2268,psa,1
2267,providing,1
2241,prob,1
2264,protesters,1
2238,priv,1
2098,peril,1
2261,proposes,1
2235,prints,1
2083,pearls,1
2096,performing,1
2095,performin,1
2236,priority,1
2260,property,1
2344,reboot,1
2253,progress,1
2085,peekaboo,1
2242,problem,1
2342,rebelrebel,1
2259,proof,1
2258,pronunciation,1
2257,promote,1
2087,pepper,1
2088,percent,1
2082,pearl,1
2100,periscope,1
2345,recap,1
2234,printer,1
2102,perry,1
2075,payne,1
2232,principle,1
2334,readers,1
2347,recipe,1
2335,reading,1
2256,promo,1
2336,ready,1
2346,receive,1
2077,pbs,1
2079,peaceful,1
2247,producers,1
2233,print,1
2080,peak,1
2254,project,1
2101,periwinkle,1
2262,prosecution,1
2237,prison,1
2319,rager,1
2327,ratings,1
2159,player,1
2167,plexi,1
2188,porch,1
2282,pup,1
2165,pleasure,1
2189,pores,1
2190,porter,1
2280,pumps,1
2192,portrait,1
2279,pumping,1
2163,playmate,1
2161,playin,1
2304,queens,1
2110,pets,1
2278,pump,1
2195,postcards,1
2197,ppl,1
2155,platforms,1
2154,platform,1
2153,plates,1
2277,pulls,1
2199,pra,1
2152,plate,1
2151,plastik,1
2150,plaque,1
2301,quality,1
2300,qualities,1
2168,plrfwd,1
2283,puppies,1
2178,polka,1
2288,purse,1
2182,poncho,1
2289,pursuit,1
2176,politicians,1
2183,ponies,1
2186,pops,1
2175,polis,1
2174,policy,1
2173,policies,1
2292,pv,1
2293,pvc,1
2171,point,1
2187,population,1
2294,px,1
2295,qbvwgdaxty,1
2296,qezrdbkhuk,1
2170,poem,1
2285,purchase,1
2297,qncelpsa,1
2298,qnfkq,1
2284,puppyconan,1
2299,qq,1
2201,praise,1
2307,quickchange,1
2308,quietmind,1
2214,pres,1
2127,picasso,1
2215,prescription,1
2317,radiohead,1
2124,pianist,1
2217,presenters,1
2123,phyllis,1
2320,rainbow,1
2122,photoshoot,1
2119,photographers,1
2218,presents,1
2118,photograph,1
2219,presidency,1
2221,presidents,1
2115,phoenix,1
2223,prevention,1
2225,prey,1
2323,rapes,1
2112,phil,1
2111,phase,1
2227,priceless,1
2324,rare,1
2325,raspberry,1
2326,rat,1
2315,racist,1
2273,public,1
2149,plant,1
2274,publicati,1
2147,planning,1
2146,planet,1
2144,plan,1
2205,prayin,1
2206,praying,1
2208,precise,1
2143,plain,1
2141,pl,1
2140,pizza,1
2309,quintet,1
2310,quit,1
2276,pug,1
2139,pittbull,1
2311,quote,1
2209,precision,1
2138,pioneer,1
2275,publicity,1
2355,reflection,1
2136,pinch,1
2135,pilots,1
2312,qween,1
2134,pig,1
2210,pregnant,1
2302,quantities,1
2648,soldiers,1
2357,registration,1
2964,trailer,1
2962,tragedy,1
2961,tracks,1
2960,tracklists,1
2957,town,1
2955,towards,1
2954,tours,1
2952,touchie,1
2951,touches,1
2950,touch,1
2949,torre,1
2947,toppa,1
2946,top,1
2945,tonygaga,1
2941,toni,1
2940,tongue,1
2939,tones,1
2938,tone,1
2937,ton,1
2933,toiletrie,1
2932,toilet,1
2931,togethe,1
2930,toget,1
2928,toast,1
2927,tmisdeffmy,1
2926,tlme,1
2925,titles,1
2923,tip,1
2922,timessquare,1
2912,ticke,1
2963,trail,1
2965,trainer,1
3014,tux,1
2966,training,1
3012,turns,1
3007,tudorwatch,1
3005,ts,1
3004,tryin,1
3001,trust,1
3000,trussardi,1
2999,trumps,1
2997,truly,1
2996,truffles,1
2995,trouble,1
2994,trolls,1
2991,triggers,1
2990,tries,1
2988,tribe,1
2987,trial,1
2986,trey,1
2985,tres,1
2984,trends,1
2980,treat,1
2979,treasure,1
2977,trayvon,1
2976,travels,1
2975,travel,1
2974,traumas,1
2973,trauma,1
2971,trapp,1
2970,transmission,1
2969,transgression,1
2967,trans,1
2911,tick,1
2910,thursday,1
2909,throwin,1
2908,throwback,1
2851,tbschepipu,1
2849,taupin,1
2846,tat,1
2845,taste,1
2844,tarmac,1
2843,target,1
2842,tapped,1
2840,tanglewood,1
2839,tall,1
2837,talkin,1
2836,talki,1
2833,taksim,1
2832,taking,1
2831,takin,1
2829,tafy,1
2828,tackle,1
2827,table,1
2826,szrtb,1
2824,syria,1
2823,sync,1
2822,syn,1
2821,sxs,1
2820,swords,1
2818,swing,1
2817,swimming,1
2816,swift,1
2814,sweeties,1
2813,sweetie,1
2811,sweetest,1
2852,td,1
2853,te,1
2854,teach,1
2878,terrorism,1
2907,thrive,1
2906,thousands,1
2903,thirsty,1
2898,theyre,1
2897,theres,1
2896,therapy,1
2894,thei,1
2893,theatre,1
2889,thanm,1
2887,thanksgiving,1
2884,thang,1
2881,testino,1
2879,terry,1
2877,terror,1
2856,teame,1
2876,teresa,1
2875,tequilas,1
2874,tentacles,1
2873,tells,1
2870,teeth,1
2869,teeshirt,1
2868,teens,1
2867,teenagers,1
2866,teenager,1
2865,teen,1
2864,tee,1
2859,teardrops,1
2857,teams,1
3013,tushie,1
3015,tuxedo,1
2360,reid,1
3204,write,1
3202,wrap,1
3200,wounds,1
3199,worry,1
3198,worn,1
3194,worl,1
3192,workout,1
3188,wooohoooo,1
3184,womb,1
3182,wk,1
3181,witnessing,1
3180,witnesses,1
3179,witches,1
3178,witch,1
3175,wise,1
3173,wireless,1
3172,wipe,1
3165,wind,1
3162,willlllld,1
3160,wih,1
3159,wigs,1
3158,wife,1
3157,whitney,1
3156,whitehouse,1
3153,whip,1
3152,wheelchair,1
3151,whats,1
3150,whatevs,1
3149,whaaatt,1
3148,wha,1
3203,wrigley,1
3206,writing,1
3018,tweeting,1
3207,wuagch,1
3252,zqwpwjgy,1
3251,zqrxudcelj,1
3250,zq,1
3249,zbooyl,1
3248,yves,1
3246,yu,1
3245,ysl,1
3243,yr,1
