,id,created_at,text,clean_text,cleaned_word_list
332,1234478585219559424,2020-03-02 14:00:04,"b'In Opinion\n\n""Italy is living in a strange, suspended time. Milan, its most energetic city, seems anxious to get bac\xe2\x80\xa6 https://t.co/NYn3rPFNJN'",in opinion   italy is living in a strange  suspended time  milan  its most energetic city  seems anxious to get bac     ,opin ita liv strange suspend tim mil energet city seem anxy get bac
333,1234473556156780544,2020-03-02 13:40:05,b'A third of all available Democratic delegates will be awarded on Super Tuesday \xe2\x80\x94 perhaps the single most important\xe2\x80\xa6 https://t.co/ANa2x3DTJg',a third of all available democratic delegates will be awarded on super tuesday     perhaps the single most important     ,third avail democr deleg award sup tuesday perhap singl import
334,1234471074710028288,2020-03-02 13:30:14,b'The 2020 battle for control of the Senate gets underway in earnest Tuesday. \n\nDemocrats increasingly see winning th\xe2\x80\xa6 https://t.co/ZvK8du060a',the      battle for control of the senate gets underway in earnest tuesday     increasingly see winning th     ,battl control sen get underway earnest tuesday increas see win th
335,1234468525915410432,2020-03-02 13:20:06,"b'To his followers, Lee Man-hee, who founded the Shincheonji church, is a descendant of ancient kings, \xe2\x80\x9cthe angel\xe2\x80\x9d Je\xe2\x80\xa6 https://t.co/HoXfFlHfi2'",to his followers  lee man hee  who founded the shincheonji church  is a descendant of ancient kings      angel    je     ,follow lee man hee find shincheonj church descend ant king angel je
336,1234463528884547586,2020-03-02 13:00:15,"b""Morning briefing: Here's what you need to know to start your day https://t.co/xYOflWBAGm""",morning briefing  here s what you need to know to start your day  ,morn brief nee know start day
337,1234457195347095559,2020-03-02 12:35:05,"b'""My job as columnist here will be an exciting and uncomfortable one \xe2\x80\x94 covering this new media age from inside one o\xe2\x80\xa6 https://t.co/YAOR9O9pQs'", my job as columnist here will be an exciting and uncomfortable one     covering this new media age from inside one o     ,job column excit uncomfort on cov new med ag insid on
338,1234455180684427264,2020-03-02 12:27:04,"b'A 22-year-old was living at home in New Jersey, and her mother wanted her to return to college. The argument ended\xe2\x80\xa6 https://t.co/6WxhZCDRsF'",a    year old was living at home in new jersey  and her mother wanted her to return to college  the argument ended     ,year old liv hom new jersey moth want return colleg argu end
339,1234444607561371653,2020-03-02 11:45:03,"b'\xe2\x80\x9cSometimes the longest way around really is the shortest way home,\xe2\x80\x9d Pete Buttigieg joked as he dropped out of the D\xe2\x80\xa6 https://t.co/XQsxfvlKtV'",    the longest way around really is the shortest way home     pete buttigieg joked as he dropped out of the d     ,longest way around real shortest way hom pet buttigieg jok drop
340,1234441243310120960,2020-03-02 11:31:41,b'Both scientists and environmental groups are concerned that Indur Goklany\xe2\x80\x99s campaign will start to build a body of\xe2\x80\xa6 https://t.co/zQJagbyIiF',both scientists and environmental groups are concerned that indur goklany    campaign will start to build a body of     ,sci environ group concern ind goklany campaign start build body
341,1234441139668865024,2020-03-02 11:31:17,"b'The effort was led by Indur Goklany, who was promoted to deputy secretary of the U.S. Interior Department in 2017.\xe2\x80\xa6 https://t.co/IwofRwTTA3'",the effort was led by indur goklany  who was promoted to deputy secretary of the u s  interior department in           ,effort lead ind goklany promot deputy secret intery depart
