id,created_at,text
1241862953584013312,2020-03-22 23:02:55,b'RT @Sidemen: March 27th.\n\nVery Limited Sidemen x Youtooz signed Money Launcher.\n\nRT + follow us &amp; @youtooz for a chance to win this at http\xe2\x80\xa6'
